"Median_House_Value","Median_Income","Median_Age","Tot_Rooms","Tot_Bedrooms","Population","Households","Latitude","Longitude","Distance_to_coast","Distance_to_LA","Distance_to_SanDiego","Distance_to_SanJose","Distance_to_SanFrancisco"
125600,3.1795,32,2885,595,1509,590,33.93,-117.42,55287.3316029836,77145.5171652943,137146.130204843,553771.175552376,621648.341022445
118500,2.4435,22,4179,1081,2096,1013,33.94,-117.41,56731.6642399535,77862.8093111862,138082.113304446,553653.773128474,621519.348383359
113500,3.5403,26,2420,532,1383,469,33.94,-117.42,56165.8997308745,76952.987887557,138240.735667004,552993.562186182,620864.400577843
113900,4.1528,35,1764,325,1094,353,33.94,-117.42,56165.8997308745,76952.987887557,138240.735667004,552993.562186182,620864.400577843
104500,4.0526,36,2284,444,1425,405,33.95,-117.43,56505.2583821441,75864.5368765413,139498.981074749,551556.717316654,619426.37951901
113300,4.5122,36,2386,396,1176,374,33.93,-117.43,54722.1922074678,76238.1757098384,137312.139027032,553112.498901844,620994.754766102
129300,2.1865,15,4836,1368,3012,1240,33.93,-117.43,54722.1922074678,76238.1757098384,137312.139027032,553112.498901844,620994.754766102
109400,2.4922,31,1273,262,686,254,33.93,-117.43,54722.1922074678,76238.1757098384,137312.139027032,553112.498901844,620994.754766102
116000,4.6327,34,1577,272,880,284,33.93,-117.44,54166.9437910192,75331.1884891568,137484.226132589,552454.512748821,620341.786346573
103700,2.1023,12,3539,869,1987,859,33.94,-117.45,54527.4972716783,74225.3083300489,138752.84230204,551017.060041622,618903.254566057
114100,3.9118,32,2349,452,1479,425,33.94,-117.44,55063.5215695613,75134.2265877251,138576.122092941,551675.203168104,619556.351710774
126900,3.9128,30,2992,516,1521,507,33.94,-117.44,55063.5215695613,75134.2265877251,138576.122092941,551675.203168104,619556.351710774
118700,4.1776,32,1814,320,903,306,33.94,-117.44,55063.5215695613,75134.2265877251,138576.122092941,551675.203168104,619556.351710774
129900,4.375,33,1371,236,715,227,33.93,-117.44,54166.9437910192,75331.1884891568,137484.226132589,552454.512748821,620341.786346573
113900,3.2731,20,5998,1320,3185,1199,33.93,-117.45,53621.8936195974,74424.5684628652,137662.368725163,551797.219570279,619689.437723764
110800,3.0437,33,2433,525,1466,517,33.92,-117.44,53278.4856469192,75544.004821391,136392.654145113,553234.956626993,621128.215249657
121400,3.7333,29,2320,422,1358,415,33.91,-117.45,51834.7859615444,74871.0534223058,135482.468747023,553360.933604553,621264.780547255
113300,2.2548,35,2552,588,1840,551,33.92,-117.45,52724.1864265366,74639.8629342393,136572.241420627,552578.512357984,620476.614309568
113700,2.3851,25,2886,583,2327,577,33.92,-117.39,56196.4318762238,80070.8179310862,135586.689102609,556527.541478965,624395.491982477
314100,3.6667,32,1263,178,508,180,33.9,-117.4,53919.2521485265,79616.6761200065,133542.512133566,557425.16777065,625310.679766529
148700,4.2788,23,4487,754,2609,778,33.9,-117.44,51527.6044720021,76016.6582271398,134210.513706003,554799.228121063,622704.040784574
138000,4.3222,15,14281,2511,7540,2245,33.91,-117.43,52972.4812975766,76674.5192911851,135126.506376101,554672.821810639,622567.110425491
193800,7.7197,4,80,10,55,13,33.89,-117.42,51862.7071707195,78069.4060963482,132770.590358145,556892.944754817,624794.024488521
87800,2.7083,25,1858,366,1311,331,34.01,-117.4,63550.2423286958,77887.7119160957,145615.77794505,548915.492341907,616726.008546126
92000,2.6442,34,1231,216,841,199,34.01,-117.41,63032.5601584107,76967.9065001114,145760.163551603,548248.654472252,616065.212452434
97800,3.05,33,3084,570,1753,449,34.02,-117.43,62967.2879295294,75062.7027511995,147161.673570977,546147.803990206,613968.851603764
162800,4.2321,9,5455,882,3015,858,34.02,-117.42,63458.5261282872,75983.1125203767,147006.950018587,546814.143920779,614629.186597009
86800,1.6955,24,2316,599,1829,532,34,-117.4,62637.204143568,77967.2256963473,144517.109255006,549683.310807032,617501.369424801
76200,2.0742,31,1192,307,1013,283,34,-117.4,62637.204143568,77967.2256963473,144517.109255006,549683.310807032,617501.369424801
83400,1.9052,38,2228,571,1697,530,34,-117.41,62111.8507025838,77048.2606334004,144662.608362793,549017.324763262,616841.323591954
152200,4.2589,21,2634,421,1376,406,33.98,-117.43,59235.7947653417,75423.6458086474,142781.390198833,549231.644310163,617081.346291251
119500,3.0606,16,10072,2043,5913,1909,33.98,-117.42,59757.9593550388,76340.1329795383,142621.840446559,549894.568475473,617738.673807974
95200,2.76,26,3042,598,1720,551,34.01,-117.45,61057.9309184952,73289.1093053747,146395.202667576,545588.08207158,613428.108689611
98300,3.0909,34,2101,426,1150,377,34.01,-117.43,62025.5600328888,75128.4198733492,146066.220252003,546917.007492002,614745.440519404
88600,1.4719,26,2372,621,1647,612,34,-117.41,62111.8507025838,77048.2606334004,144662.608362793,549017.324763262,616841.323591954
96600,3.016,32,1617,346,1153,385,34,-117.42,61595.8882152624,76129.3580361996,144813.917363686,548352.015450406,616181.884861607
116900,4.566,18,3307,547,1738,457,33.99,-117.43,60159.5388407714,75308.9501589482,143876.072743723,548458.932590392,616301.69173865
171300,4.5625,12,9966,1517,5008,1492,33.99,-117.44,59655.2769235585,74391.2864444043,144040.203544737,547795.838917327,615644.225563877
128500,4.4063,15,1929,317,1237,316,34,-117.5,57835.4702942443,68780.6875697182,146231.235750381,543054.202032663,610928.467076051
116400,4.84,21,2050,392,1153,336,33.99,-117.49,57291.3322581141,69804.5254744683,144947.363071132,544490.702670481,612366.144158078
115000,3.3966,20,2451,475,1785,456,33.98,-117.48,56778.9193684181,70843.222684527,143666.581563392,545927.337200368,613803.943271597
160600,4.8371,17,2727,462,1691,448,33.98,-117.49,56320.2142615014,69927.5775845376,143860.957693511,545268.556070198,613150.323449753
138700,4.2099,21,2394,416,1291,381,33.98,-117.5,55873.0398479289,69012.0926230469,144061.060143869,544610.474264425,612497.328542405
158100,4.9886,8,12106,1913,5810,1717,33.98,-117.47,57248.8779969695,71759.0217843512,143477.955028427,546586.815119498,614458.186006858
121100,4.369,23,2000,376,1361,388,34.01,-117.48,59684.4756520947,70530.5038547625,146931.322185478,543599.840638274,611456.720751127
108200,3.6711,35,2051,427,1466,425,34.02,-117.49,60233.9147410057,69540.8180347412,148208.852158939,542164.112750141,610019.700311591
142400,4.4545,21,3736,738,2021,640,34.02,-117.49,60233.9147410057,69540.8180347412,148208.852158939,542164.112750141,610019.700311591
135300,2.1764,24,7779,1835,3996,1765,34.02,-117.51,59409.9320571239,67700.4353962754,148602.700584289,540841.742248635,608708.26291402
145500,3.8529,12,6751,1153,3266,1134,34,-117.48,58710.8746745926,70617.3913019719,145842.717797489,544374.510082412,612238.111751719
124700,3.2067,36,3791,746,2258,672,34,-117.51,57415.0871247034,67862.4658417826,146433.943502816,542395.095731727,610274.581178852
182900,5.2759,14,13562,2057,7600,2086,33.99,-117.52,56008.3165886766,67053.868729563,145560.074474729,542515.977460269,610406.766633118
141000,3.8906,34,1293,215,774,217,33.97,-117.53,53606.550252853,66414.4510107138,143615.880598159,543422.905978216,611330.334503015
141000,4.0833,29,1430,273,872,283,33.97,-117.53,53606.550252853,66414.4510107138,143615.880598159,543422.905978216,611330.334503015
137500,3.6691,35,352,62,184,57,33.97,-117.51,54456.1006624698,68240.8090350484,143183.979195622,544733.823093064,612631.663407752
375000,5.3269,19,256,34,101,28,34.02,-117.53,58632.662886308,65860.1928397108,149018.6559114,539522.169028082,607399.325516528
153100,3.1859,26,2925,575,1921,501,33.94,-117.6,47930.1165013179,60638.5034606089,142107.851005807,541229.637299583,609182.412635036
75000,2.6979,17,3583,700,1587,719,34,-117.55,55855.0144008406,64190.5336036753,147300.549521229,539765.715187104,607665.32769062
203200,4.2263,21,5675,935,2834,865,33.94,-117.53,50644.4496655502,66966.7169492581,140380.098404138,545777.118534404,613700.993399238
163900,4.4762,30,5398,926,2672,864,33.94,-117.55,49798.226438919,65156.1550709258,140845.267398293,544474.226999608,612406.755837403
164300,1.625,29,266,42,136,40,33.94,-117.56,49395.6465201181,64251.582141953,141086.453369567,543823.859393839,611760.597316617
257100,7.0215,6,575,73,318,88,33.94,-117.56,49395.6465201181,64251.582141953,141086.453369567,543823.859393839,611760.597316617
271900,7.5408,3,1240,151,519,146,33.93,-117.57,47996.8650884837,63579.4845453509,140263.224027506,543964.667672926,611910.320564953
229400,5.9333,17,3196,444,1581,462,33.95,-117.55,50796.9924138802,64948.6407753957,141919.757903279,543686.62828349,611614.024073252
203400,5.4872,7,10223,1491,5205,1509,33.91,-117.59,45207.9740305594,62313.3927363328,138647.715197302,544257.006916634,612219.209892218
137600,3.5525,7,3797,850,2369,720,33.9,-117.57,44994.6002489352,64385.7106916667,137056.88791281,546342.729200594,614301.918735657
191700,2.3417,16,693,185,365,176,33.89,-117.56,44436.965594041,65576.533442499,135732.743568785,547782.96842929,615742.79194914
164800,5.6973,25,2999,439,1396,458,33.89,-117.55,44884.303866116,66463.5934924507,135481.881468145,548429.03124115,616385.165419933
220800,5.1695,2,17978,3217,7305,2463,33.89,-117.52,46311.3075557727,69130.2838305747,134764.947497443,550371.562539274,618316.150303684
251000,7.2379,15,1864,271,1006,288,33.91,-117.6,44840.3372501791,61421.9846204257,138917.665714422,543612.144382179,611577.920041862
154300,4.1865,25,5187,934,2725,860,33.93,-117.55,48804.3556155067,65381.9235575364,139771.362764771,545262.952917802,613200.476081938
163300,4.8167,24,2807,501,1653,509,33.92,-117.55,47815.6851884895,65625.7578389947,138698.057611484,546052.801153611,613995.180973361
198800,3.4459,21,1839,324,871,307,33.9,-117.55,45855.2892619288,66166.8100928671,136553.302280509,547635.84514663,615587.529438234
233500,6.1561,12,2290,319,728,228,33.92,-117.53,48696.5765732007,67424.1274988826,138225.552862001,547352.249061881,615286.390515953
246400,6.155,16,4157,586,2036,594,33.92,-117.58,46600.8855169073,62933.1525359346,139450.250450579,544109.050932666,612063.192033921
214600,5.3735,22,2620,396,1324,362,33.91,-117.57,45990.2475147733,64098.8091029473,138124.985146823,545548.930130326,613503.742908499
244200,7.8118,17,338,47,200,46,33.93,-117.59,47248.0031045332,61779.4907429536,140777.895346707,542669.286517944,610622.748502645
135600,4.3723,19,4741,835,2903,796,33.93,-117.5,51060.834432286,69897.4764572366,138643.069192601,548521.235633549,616437.060605429
139100,3.2857,17,5364,1020,3754,936,33.91,-117.49,49687.9736213806,71270.3572452578,136267.657080098,550745.551724309,618667.620257729
115600,2.9821,31,2529,513,1504,426,33.92,-117.5,50116.9612266637,70126.1233315319,137560.828283292,549306.791129641,617227.989691728
146800,4.55,28,2101,337,1061,348,33.92,-117.5,50116.9612266637,70126.1233315319,137560.828283292,549306.791129641,617227.989691728
169100,4.9984,12,9016,1486,4285,1457,33.95,-117.51,52508.5477799047,68582.0751410331,141019.56422471,546298.714840459,614208.076050027
99600,3.6979,34,1565,296,1142,328,33.95,-117.46,54923.8974248252,73131.4502829779,140024.917531265,549579.737488787,617464.841984568
124600,4.1264,15,6248,1249,3795,1128,33.95,-117.47,54417.9890205041,72220.9692240164,140212.101815457,548922.131887817,616812.237177141
139200,4.2985,12,7923,1470,4861,1385,33.96,-117.5,53930.9088632721,69314.1106984674,141892.547930314,546171.35607398,614070.2233704
143400,4.8214,29,932,153,711,172,33.95,-117.5,52968.1543668762,69491.3203162452,140808.93961404,546953.513242399,614858.173624995
85800,1.7059,26,2481,620,2411,552,33.94,-117.46,54001.9861321681,73316.7136332122,138935.550148523,550359.611151769,618250.778235801
88500,3.0687,34,559,139,532,137,33.94,-117.47,53487.2980313595,72408.4546863364,139124.22204054,549702.858996313,617598.924694481
112900,2.7813,19,1891,465,1693,416,33.94,-117.48,52983.7483825235,71500.5442931572,139318.833746016,549046.806082312,616947.695923024
117300,3.1985,29,1625,336,1046,320,33.94,-117.48,52983.7483825235,71500.5442931572,139318.833746016,549046.806082312,616947.695923024
127100,4.0256,28,2787,490,1684,467,33.94,-117.49,52491.6577431496,70592.9959109424,139519.360407322,548391.454926137,616297.093908817
114700,3.0122,16,4112,880,2821,857,33.93,-117.46,53087.3558167948,73518.3292243603,137846.543326143,551140.621852379,619037.710863977
132800,3.7431,19,4780,861,3043,766,33.93,-117.46,53087.3558167948,73518.3292243603,137846.543326143,551140.621852379,619037.710863977
121100,3.5208,21,713,142,476,142,33.92,-117.46,52180.3893482308,73736.162921545,136757.905677579,551922.764763622,619825.636074056
110500,3.4028,33,919,208,724,235,33.93,-117.47,52563.651100337,72612.4850396861,138036.725789336,550484.722090503,618386.607739912
105600,3.2311,34,2086,417,1501,395,33.94,-117.47,53487.2980313595,72408.4546863364,139124.22204054,549702.858996313,617598.924694481
105400,3.5227,35,1566,294,1056,279,33.94,-117.46,54001.9861321681,73316.7136332122,138935.550148523,550359.611151769,618250.778235801
122000,2.6776,31,2191,459,1564,450,33.93,-117.48,52051.106462862,71707.0508892654,138232.891315934,549829.522789269,617736.13033069
126100,3.6583,18,3869,773,2500,726,33.92,-117.47,51647.4261502267,72832.9212402093,136949.622198357,551267.716336858,619175.282514024
124600,3.9522,26,2970,576,2156,558,33.93,-117.49,51550.0547929236,70802.0425127467,138435.014469735,549175.026462562,617086.280621863
127300,2.2241,21,3491,760,1920,669,33.91,-117.47,50739.0252520771,73069.6148087213,135862.920693184,552051.836922298,619964.945231972
144800,3.3187,10,9738,2130,4936,1840,33.9,-117.46,50391.0997389681,74219.902807451,134581.773734018,553490.428011703,621404.449132223
149900,4.7295,14,10395,1799,6295,1855,33.89,-117.48,48396.3480725202,72697.4691271315,133893.390072208,552971.642360879,620899.738827065
159100,3.6071,7,10235,2238,5271,2094,33.9,-117.49,48768.301995407,71529.2965676442,135184.667023283,551532.495818578,619459.765608431
141100,4.2207,22,3611,666,1869,649,33.91,-117.48,50207.7325111294,72169.7031913428,136062.26657223,551398.341634524,619315.967962114
334100,6.8089,5,2589,351,1109,360,33.88,-117.44,49814.4795920238,76551.0221723887,132029.766597388,556367.979541707,624283.798312511
158000,4.0556,16,5418,1005,2690,1088,33.89,-117.51,46813.8658214431,70020.900728213,134537.959172942,551020.512064956,618961.093368486
123800,4.131,24,3044,602,2541,564,33.88,-117.51,45890.3556808131,70319.4056924779,133459.512817875,551811.382808561,619756.690868649
102500,2.5656,21,722,178,770,165,33.88,-117.52,45377.5103907867,69432.513075546,133688.358768464,551163.286138892,619112.498442423
91000,3.1312,22,2855,667,2453,624,33.88,-117.53,44877.8715425337,68546.5523832969,133923.263079556,550515.90846987,618468.946293625
239800,5.0493,4,6755,1017,2866,850,33.87,-117.5,45511.6190467704,71518.1408512725,132157.021459426,553251.318949315,621197.339619951
96200,2.4861,36,838,210,722,180,33.88,-117.56,43462.6882982875,65894.6376405615,134664.005024833,548578.114974626,616542.151619263
107900,2.3654,14,1731,404,1269,351,33.89,-117.58,43587.421032681,63805.3983667971,136252.098163173,546493.029683815,614459.98940686
108800,2.2372,19,2472,618,2143,610,33.88,-117.55,43920.004169095,66777.5751386326,134411.118900328,549223.320327799,617183.770864948
138200,2.2197,33,2076,517,1374,480,33.87,-117.57,42042.6537091205,65352.4573717629,133856.880763176,548730.73985195,616702.259328775
113000,2.0682,40,1196,294,1052,258,33.88,-117.56,43462.6882982875,65894.6376405615,134664.005024833,548578.114974626,616542.151619263
119400,2.316,35,1755,446,1453,428,33.88,-117.57,43020.4019481334,65012.7904287074,134922.818778971,547933.638861899,615901.180719427
110600,2.3036,39,679,164,769,179,33.88,-117.57,43020.4019481334,65012.7904287074,134922.818778971,547933.638861899,615901.180719427
113500,1.6875,42,765,171,590,177,33.87,-117.58,41605.7853382173,64476.2817471497,134123.722777452,548087.854103476,616062.693861349
117000,2.4387,7,3586,959,2695,877,33.88,-117.59,42182.7928167452,63252.5492472582,135458.092480623,546646.884698589,614621.192095864
107000,2.6111,13,3239,849,2751,813,33.88,-117.59,42182.7928167452,63252.5492472582,135458.092480623,546646.884698589,614621.192095864
116100,2.2969,16,1739,478,1235,420,33.88,-117.58,42593.6133189791,64132.0784875364,135187.526115402,547289.894572513,615260.86019848
122800,2.3333,37,621,156,443,135,33.87,-117.57,42042.6537091205,65352.4573717629,133856.880763176,548730.73985195,616702.259328775
165000,5.1929,27,1786,287,939,278,33.87,-117.57,42042.6537091205,65352.4573717629,133856.880763176,548730.73985195,616702.259328775
163900,5.0464,17,2772,449,1685,461,33.87,-117.58,41605.7853382173,64476.2817471497,134123.722777452,548087.854103476,616062.693861349
144300,3.2917,30,701,131,356,125,33.87,-117.58,41605.7853382173,64476.2817471497,134123.722777452,548087.854103476,616062.693861349
142100,3.5313,34,1511,272,773,265,33.87,-117.58,41605.7853382173,64476.2817471497,134123.722777452,548087.854103476,616062.693861349
195300,4.8686,4,8207,1373,3887,1304,33.85,-117.55,41071.9122846459,67820.2555451071,131202.941775049,551612.757859933,619585.366469563
339300,5.4788,28,895,127,346,115,33.83,-117.56,38702.7762199385,67737.0109588913,129331.239935348,552570.208255571,620553.346758406
195100,5.2861,6,16431,2640,8222,2553,33.85,-117.58,39649.8536436893,65216.1337462712,131998.496559921,549687.038016964,617669.234796676
216700,4.125,6,202,29,75,28,33.82,-117.54,38843.207346601,69864.9442624326,127741.795848821,554652.77045729,622633.318071002
500001,4.2386,6,502,76,228,65,33.83,-117.55,39215.9370129695,68596.7392792856,129067.752770731,553211.144127667,621191.209013606
221400,5.3006,9,6538,955,2928,892,33.85,-117.6,38783.2762192754,63487.7132623971,132558.806822532,548406.909318137,616395.085480618
177100,5.2898,25,6964,1066,3240,1036,33.86,-117.56,41534.8836476709,66582.0146736303,132528.660661474,550171.694402392,618143.761514549
137100,3.9414,18,8136,1584,4976,1516,33.87,-117.55,42962.8403541682,67108.513634735,133341.030434674,550018.707628017,617983.342014803
204800,5.536,13,8010,1366,3920,1309,33.88,-117.64,40384.6088126483,58874.4965908611,136897.56744022,543442.94293268,611432.709687354
150300,4.2721,18,6450,1165,3716,1113,33.87,-117.6,40780.9865811999,62727.8943112277,134675.063817607,546804.291830019,614785.524863355
161000,5.195,23,2949,473,1671,477,33.86,-117.6,39779.1309903492,63099.1508226605,133616.498330848,547605.059243405,615589.828453412
138100,3.4419,15,7626,1570,3823,1415,33.87,-117.6,40780.9865811999,62727.8943112277,134675.063817607,546804.291830019,614785.524863355
257900,6.2308,2,17470,2727,5964,1985,33.87,-117.64,39341.0814675951,59248.6106790304,135847.354549792,544246.077245062,612239.09205683
111000,3.55,20,688,146,575,144,33.84,-117.52,41729.7485477861,70803.3368611438,129387.984177402,554341.150163851,622307.538492746
189800,4.46,22,2397,400,1347,403,33.83,-117.52,40842.5930178114,71185.3503224208,128314.460770863,555138.335028424,623108.691828406
195600,5.5362,7,2191,324,1156,310,33.83,-117.53,40286.4242003156,70320.966747676,128559.326439343,554495.210058356,622468.883554528
160800,4.7965,5,5846,1035,3258,1001,33.76,-117.54,33704.1942592312,72616.4865046008,121346.297870263,559474.853336337,627474.600275839
215000,5.1365,14,3776,580,1877,559,33.82,-117.52,39966.6829339029,71582.5988802541,127241.59726986,555936.598088963,623910.795124104
189800,4.6875,15,2857,421,1361,382,33.88,-117.36,54894.105844996,83714.4082243086,130773.453277442,561617.409227014,629495.064695368
187800,5.1512,2,12837,1842,4636,1453,33.9,-117.33,58433.6103387813,85934.7384358993,132616.321772863,562046.909900995,629895.895059613
211300,5.363,17,2678,394,1225,367,33.89,-117.34,56999.4264164673,85264.0121258739,131626.518280606,562160.058326212,630021.033523357
267900,5.1624,12,3964,524,1707,549,33.89,-117.38,54365.8860211805,81662.6375670233,132147.52067727,559521.036568625,627402.633703473
240500,5.0346,10,5600,848,2573,788,33.88,-117.36,54894.105844996,83714.4082243086,130773.453277442,561617.409227014,629495.064695368
110000,3.1103,16,1171,235,659,216,33.86,-117.26,60570.7514976821,93211.0318794231,127568.070095944,569783.456291509,637621.073200943
161300,5.1045,14,2300,335,1001,311,33.87,-117.33,56196.4847098438,86668.011163068,129304.856443669,564374.065013218,632242.617703905
127900,2.9542,15,3991,751,2317,657,33.85,-117.3,56944.03818634,89900.7240586989,126783.642088356,567909.514108727,635775.190190072
118000,2.3229,16,3498,702,2372,672,33.85,-117.28,58423.4506185101,91687.975469704,126607.81532573,569231.808425413,637086.982354637
295200,4.2273,13,4770,718,1985,662,33.81,-117.43,44858.4601170864,79755.6215375629,124218.717191763,562541.229743832,630487.54996338
249100,4.4875,8,1954,330,973,321,33.76,-117.4,43590.5399688223,84369.0283539353,118223.569845562,568451.603319794,636408.615636934
223600,5.4625,9,7538,1125,3450,1077,33.85,-117.4,49919.4381703606,81003.125064707,128064.586611649,561338.549769506,629252.558161326
123200,2.7232,12,1159,209,523,159,33.84,-117.26,59289.9866291215,93756.3176700645,125350.135053271,571331.17693019,639182.22893184
173900,4.8125,15,826,138,440,134,33.87,-117.32,56897.9187476361,87564.9736834722,129195.30905292,565034.521455419,632897.869916571
152700,2.5379,33,6982,1371,5650,1195,33.89,-117.28,61157.1080488756,90679.2182100643,131038.988964458,566138.749130475,633966.724192188
184500,4.1883,15,6437,1298,2805,1205,33.96,-117.34,62582.7591754697,83928.5225185542,139350.479022395,556755.97012916,624568.056054731
144500,3.7585,19,3216,666,1363,629,33.96,-117.32,63823.0503550463,85758.5458239257,139141.127317501,558091.21849011,625891.20341777
236500,7.4141,20,4589,594,1660,595,33.94,-117.34,60938.2931450635,84238.8973039506,137142.944542961,558294.27453226,626121.038150882
214500,5.5563,13,7910,1195,3382,1176,33.94,-117.34,60938.2931450635,84238.8973039506,137142.944542961,558294.27453226,626121.038150882
216500,5.2713,7,11232,1791,4218,1644,33.94,-117.31,62859.093583668,86974.9841553103,136833.118045063,560293.119618686,628102.221969841
162500,1.9531,52,1417,353,881,300,33.98,-117.33,64862.4411794762,84593.5725186865,141452.497051718,555891.271525578,623681.885226471
162500,1.625,8,152,19,1275,20,33.97,-117.33,64026.5585801495,84711.3117695319,140347.564661882,556656.685233657,624455.099530201
101600,3.175,27,321,64,214,67,34,-117.34,65973.6918941306,83482.2118626552,143767.060953838,553693.301111667,621474.284739821
103400,1.7579,10,17286,4952,9851,4616,33.98,-117.34,64262.1134851962,83676.1187654276,141558.525692501,555222.299487211,623019.128146528
133500,4.711,27,5464,850,2400,836,33.99,-117.32,66306.5767659258,85408.8495347111,142458.321024679,555797.498292132,623573.784271761
140300,3.4896,28,3420,691,1502,656,33.97,-117.31,65265.4627356436,86544.2042029922,140152.039693883,557994.930463982,625780.913846011
160600,4.6667,4,18767,3032,8805,2723,33.97,-117.29,66532.6881690009,88377.5343708391,139980.898797093,559335.801364744,627109.091728136
95300,2.725,23,3707,769,1938,658,34.01,-117.35,66271.4905514427,82487.3042878813,144980.945373634,552259.727148452,620039.012360172
85400,2.275,28,2683,708,2047,636,34.02,-117.34,67715.0509391132,83347.2100892018,145976.062630079,552169.013816322,619933.556369979
129900,4.4063,23,3021,527,1580,533,34.01,-117.32,68002.7927356487,85247.4677235248,144670.260006763,554274.216828603,622033.96383912
132600,4.7877,11,6617,1118,3710,1087,33.95,-117.24,68309.4836046874,93218.4350273445,137439.545384679,564218.676834512,631976.02889391
142000,3.5851,7,13195,2696,6763,2437,33.94,-117.23,68268.674306829,94279.6385545569,136282.411894321,565652.251360885,633411.37085549
138700,4.2775,5,13096,2208,6780,2180,33.95,-117.25,67625.8322694031,92303.559429845,137492.225958447,563546.333537743,631310.190372575
163300,5.253,5,9179,1361,4573,1294,33.96,-117.23,69738.9152481327,94000.1795020147,138503.860076676,564132.237347902,631874.541340691
155500,5.2174,5,8403,1240,3962,1150,33.95,-117.21,70393.4749471155,95963.8584760093,137319.095803267,566239.553210882,633977.016088478
223200,6.3223,5,4873,639,1947,568,33.94,-117.14,74762.5568161907,102509.405362624,136146.041280245,571730.301411857,639428.41124246
197700,5.6409,3,18356,2537,8437,2342,33.97,-117.21,71854.3374140494,95714.7279349249,139541.778649947,564725.165957683,632445.139594997
135700,1.3125,10,972,212,773,219,33.94,-117.28,64841.6965076176,89712.8816176119,136579.475522715,562297.906826022,630088.750394154
86900,2.1574,35,3623,841,2721,766,33.92,-117.28,63335.0271008293,90059.484876049,134363.089993054,563830.813698516,631636.934396942
127200,3.0907,13,8443,1744,4885,1470,33.92,-117.27,64024.678854281,90969.2254916445,134289.878514555,564498.728807852,632298.82588814
164800,3.1042,2,337,55,115,49,33.93,-117.27,64764.7496084347,90790.910544362,135398.648135663,563732.528524816,631524.961935507
113900,1.6111,15,1569,423,1123,369,33.94,-117.24,67571.8778029832,93365.9523661558,136329.214833122,564980.090056038,632745.681443165
113200,3.2705,12,7105,1447,4520,1333,33.93,-117.24,66844.6302941179,93526.4571243892,135218.91088054,565742.660980163,633516.347305139
137600,4.2654,8,10110,1761,5804,1703,33.93,-117.25,66145.6762049983,92614.4088124861,135272.468706643,565071.968599898,632851.967931316
124600,4.1482,7,9812,1914,5595,1729,33.92,-117.25,65421.3905652055,92789.4313812044,134162.641509794,565836.516742926,633624.371931968
127200,4.0473,9,11654,2100,7596,2127,33.91,-117.23,66142.2810195496,94795.1482649127,132950.393216264,567940.94975441,635724.210982206
136600,4.1953,5,11775,2031,6686,1911,33.89,-117.23,64781.3631326201,95202.2241675634,130729.155917621,569472.479350419,637271.125419814
114200,3.0789,8,2405,537,1594,517,33.94,-117.23,68268.674306829,94279.6385545569,136282.411894321,565652.251360885,633411.37085549
117000,3.2148,14,5104,1026,3513,972,33.93,-117.22,68258.6505886316,95351.1234446724,135130.89678634,567085.978891571,634846.849598423
130900,4.0938,5,16884,2865,9509,2688,33.92,-117.22,67557.268094096,95521.4481568504,134019.88063711,567848.058224759,635617.070959332
152600,5.0223,4,10002,1468,5439,1397,33.93,-117.21,68973.3864680382,96263.7306374913,135096.452963541,567758.599834978,635512.968853693
143500,4.7568,12,3236,502,1610,502,33.92,-117.16,71959.8288102159,100991.019453786,133908.085228842,571888.409145335,639618.055910556
121500,4.0467,8,8302,1461,5155,1370,33.9,-117.22,66188.2548079363,95899.873486797,131797.89554682,569375.662419845,637160.532036193
244400,3.5781,4,1611,239,275,84,33.89,-117.13,72372.7486662103,104271.27951199,130604.154623024,576188.244249907,643923.488334569
143000,4.189,3,21060,3366,9623,2812,33.9,-117.19,68413.2638075348,98623.9290327185,131711.554635997,571388.072717472,639154.101472417
500001,2.625,16,56,7,39,14,33.87,-117.22,64224.4659181288,96560.8039676879,128465.042055759,571675.613429616,639483.21486458
136300,2.8194,8,1031,201,606,179,33.85,-117.24,61442.6007635173,95269.0502931649,126337.520973853,571884.348447665,639717.712979507
187500,4.6,7,77,12,64,15,33.83,-117.17,65511.4984672167,102081.34783236,123903.274260127,578086.72911118,645894.271325473
161300,3.6618,14,1265,230,621,173,33.83,-117.2,63372.2448901111,99398.4978378075,123953.301421932,576087.533236839,643912.332694833
1e+05,4.0833,2,1424,251,681,192,33.83,-117.23,61003.6344164929,96720.4114324251,124066.016034244,574094.171284638,641935.649887585
122100,3.9052,2,4198,805,1943,673,33.82,-117.21,62012.986666168,98795.4588542752,122872.729486503,576194.990050402,644032.265229456
113700,3.4237,4,9911,1946,5145,1661,33.81,-117.22,60657.5772612022,98209.762882939,121799.826833237,576305.825630337,644155.191871257
97900,2.1848,16,8476,1758,2711,1427,33.71,-117.21,51903.6046977655,102730.587476009,110650.711663104,584765.166635222,652669.197907056
110100,2.5335,8,5528,1073,1674,918,33.72,-117.2,53317.642772313,103180.039314346,111727.714244332,584636.922925629,652530.911711302
98600,1.9912,16,5373,1079,1573,933,33.72,-117.2,53317.642772313,103180.039314346,111727.714244332,584636.922925629,652530.911711302
83300,2.0881,24,4210,920,1283,829,33.71,-117.2,52336.4892958193,103588.601209334,110616.36140964,585420.603400458,653320.116568136
92400,2.3276,23,6323,1196,1984,1124,33.7,-117.2,51360.6662984616,104007.445707961,109505.020683191,586205.342423486,654110.256187299
