图片,价格,价格1,名称_链接,名称,skcolor_ljg,promowords,pcommit,店铺_链接,店铺,关键词,pobtn_链接,pobtn
,21.90,21.90,https://item.jd.com/10044404720099.html,【全国七仓发货】纯黑可可脂巧克力可可休闲圣诞节糖果零食年货婚庆伴手礼 【含糖】55%-苦甜均衡,巧克力,【全国七仓发货】纯黑可可脂巧克力可可休闲圣诞节糖果零食年货婚庆伴手礼 【含糖】55%-苦甜均衡,1万+条评价,https://mall.jd.com/index-22435.html?from=pc,诺梵官方旗舰店,"
								京东物流
								2件6折
						",https://cart.jd.com/gate.action?pid=10044404720099&pcount=1&ptype=1,2件起售
,139.00,139.00,https://item.jd.com/10064031510900.html,"爱心东东	
瑞士莲（lindt） 进口软心黑巧克力Lindor年货零食圣诞节糖果平安夜情人节生日礼物女生送女友 【新鲜日期】48粒瑞士莲紫色礼盒",巧克力,【正品大牌巧克力】【团购联系客服更优惠】【可指定送达时间】【加入会员享店铺长期优惠券哦！】,100+条评价,https://mall.jd.com/index-12338849.html?from=pc,圣琳轩食品旗舰店,"
								京东物流
								每满139-30
						",https://cart.jd.com/gate.action?pid=10064031510900&pcount=1&ptype=1,加入购物车
,89.00,89.00,https://item.jd.com/10034943133103.html,乔慕（Truffles） 法国进口乔慕松露形黑巧克力70%纯可可脂原味黑松露形巧克力七夕教师节礼盒装 【不含代可可】70%黑巧500g铁罐装,巧克力,正品保证，口感纯正,2000+条评价,https://mall.jd.com/index-11459069.html?from=pc,高狄诗官方旗舰店,"
								1件9.6折
						",https://cart.jd.com/gate.action?pid=10034943133103&pcount=1&ptype=1,加入购物车
,8.90,8.90,https://item.jd.com/10051326520803.html,100%纯黑巧克力黑巧健身小零食纯可可脂巧克力块休闲食品 100%纯黑巧克力120g,巧克力,100%纯黑巧克力黑巧健身小零食纯可可脂巧克力块休闲食品 100%纯黑巧克力120g,1000+条评价,https://mall.jd.com/index-10909275.html?from=pc,怪兽考拉食品专营店,"
						",https://cart.jd.com/gate.action?pid=10051326520803&pcount=1&ptype=1,加入购物车
,12.90,12.90,https://item.jd.com/10025814316204.html,210g泓一松露黑巧克力情人节礼物零食糖果过年礼盒巧克力礼包网红零食食品糖 约30颗,巧克力,210g泓一松露黑巧克力情人节礼物零食糖果过年礼盒巧克力礼包网红零食食品糖 约30颗,2000+条评价,https://mall.jd.com/index-10365849.html?from=pc,泓一好德食品专营店,"
						",https://cart.jd.com/gate.action?pid=10025814316204&pcount=1&ptype=1,加入购物车
,8.90,8.90,https://item.jd.com/100027433057.html,"
初见半夏 纯可可脂64%可可巧克力礼盒装糖果休闲食品送女友节日礼品喜糖 60g",巧克力,初见半夏 纯可可脂64%可可巧克力礼盒装糖果休闲食品送女友节日礼品喜糖 60g,500+条评价,https://mall.jd.com/index-1000425989.html?from=pc,初见半夏京东自营旗舰店,"
								自营
								2件9折
						",https://cart.jd.com/gate.action?pid=100027433057&pcount=1&ptype=1,加入购物车
,18.80,18.80,https://item.jd.com/10042584941921.html,"
康美纳卡 白俄罗斯进口 高浓度精选纯可可脂牛奶果仁巧克力黑巧克力100g 扁桃仁黑巧克力（56%可可）",巧克力,单笔订单满49元+9元可换购100g牛奶巧克力一块【在购物车中换购】,1万+条评价,https://mall.jd.com/index-11697048.html?from=pc,白俄罗斯进口馆,"
								京东物流
								秒杀
								券300-30
								2件9折
						",https://cart.jd.com/gate.action?pid=10042584941921&pcount=1&ptype=1,加入购物车
,16.50,16.50,https://item.jd.com/27392239157.html,瑞特滋（RITTER SPORT）德国进口果仁巧克力 原瑞特斯波德  榛子夹心巧克力排块 年货零食 葡萄干榛子牛奶巧克力100g,巧克力,"目前有多种类型包装，随机发！注意！请知晓！瑞特斯波德=瑞特滋=RitterSport夏天可能会化,介意慎拍,化了不退不换不赔偿。",1万+条评价,https://mall.jd.com/index-182873.html?from=pc,智勇食品专营店,"
								满49-9
						",https://cart.jd.com/gate.action?pid=27392239157&pcount=1&ptype=1,加入购物车
,32.90,32.90,https://item.jd.com/100027938344.html,"
明治钢琴特浓牛奶巧克力盒装26片120g(代可可脂) 日本进口圣诞礼物",巧克力,日本进口零食专区，精美礼盒，各类零食季节限定款等您选购点击查看！(此商品不参加上述活动),1万+条评价,https://mall.jd.com/index-1000367485.html?from=pc,春捃京东自营旗舰店,"
								自营
								品质溯源
						",https://cart.jd.com/gate.action?pid=100027938344&pcount=1&ptype=1,加入购物车
,59.80,59.80,https://item.jd.com/10020626632554.html,德芙（Dove） 新货巧克力礼盒装碗装喜糖伴手礼【新老包装随机发】圣诞节糖果零食礼盒装 【2碗】丝滑牛奶+奶香白巧,巧克力,日期新鲜，香醇可口,2万+条评价,https://mall.jd.com/index-24923.html?from=pc,喜年华食品旗舰店,"
						",https://cart.jd.com/gate.action?pid=10020626632554&pcount=1&ptype=1,加入购物车
,23.90,23.90,https://item.jd.com/10044404720098.html,【全国七仓发货】纯黑可可脂巧克力可可休闲圣诞节糖果零食年货婚庆伴手礼 【含糖】65%可可-微苦,巧克力,【全国七仓发货】纯黑可可脂巧克力可可休闲圣诞节糖果零食年货婚庆伴手礼 【含糖】65%可可-微苦,1万+条评价,https://mall.jd.com/index-22435.html?from=pc,诺梵官方旗舰店,"
								京东物流
								2件6折
						",https://cart.jd.com/gate.action?pid=10044404720098&pcount=1&ptype=1,2件起售
,37.21,37.21,https://item.jd.com/100046076267.html,"
徐福记 新年金币 牛奶巧克力 利是糖恭喜发财新年糖果 送礼休闲小吃192g",巧克力,徐福记 新年金币 牛奶巧克力 利是糖恭喜发财新年糖果 送礼休闲小吃192g,200+条评价,https://mall.jd.com/index-1000089686.html?from=pc,徐福记京东自营旗舰店,"
								自营
								1件6折
						",https://cart.jd.com/gate.action?pid=100046076267&pcount=1&ptype=1,加入购物车
,46.80,46.80,https://item.jd.com/10034589380089.html,德芙巧克力丝滑牛奶香浓黑巧222g盒装情人节礼物送女友结婚婚庆喜糖果情人节七夕三八女节送礼零食 【2盒】德芙盒装224g-丝滑牛奶,巧克力,微苦不甜腻香浓黑巧,1万+条评价,https://mall.jd.com/index-655610.html?from=pc,亦泓食品专营店,"
						",https://cart.jd.com/gate.action?pid=10034589380089&pcount=1&ptype=1,加入购物车
,26.80,26.80,https://item.jd.com/10039682110971.html,德芙 Dove巧克力什锦装丝滑牛奶榛仁葡丝滑牛奶巧克力224g（16片*14g）盒装圣诞节礼物 丝滑牛奶巧克力224g,巧克力,每片14g,200+条评价,https://mall.jd.com/index-657054.html?from=pc,青发食品专营店,"
								京东物流
						",https://cart.jd.com/gate.action?pid=10039682110971&pcount=1&ptype=1,加入购物车
,62.80,62.80,https://item.jd.com/10037185440842.html,健达（Kinder）缤纷乐牛奶巧克力100g*10盒装建达夹心巧克力休闲零食喜糖果年货节儿童生日礼物 健达巧克力100g*5盒,巧克力,零食嗨吃购不停~部分商品满199元-100元,5000+条评价,https://mall.jd.com/index-57865.html?from=pc,牧丰物语旗舰店,"
								京东物流
								满119-10
						",https://cart.jd.com/gate.action?pid=10037185440842&pcount=1&ptype=1,加入购物车
,16.90,16.90,https://item.jd.com/100018764512.html,"
M&M'S花生牛奶夹心巧克力豆100g罐装 圣诞零食（新旧包装随机发放）",巧克力,M&M'S花生牛奶夹心巧克力豆100g罐装 圣诞零食（新旧包装随机发放）,50万+条评价,https://mall.jd.com/index-1000078502.html?from=pc,德芙京东自营旗舰店,"
								自营
						",https://cart.jd.com/gate.action?pid=100018764512&pcount=1&ptype=1,加入购物车
,138.00,138.00,https://item.jd.com/66497270111.html,明治（Meiji） 澳洲坚果夹心巧克力巴旦木夹心巧克力黑巧克力白巧克力 澳洲坚果夹心黑巧克力58g×10盒,巧克力,明治（Meiji） 澳洲坚果夹心巧克力巴旦木夹心巧克力黑巧克力白巧克力 澳洲坚果夹心黑巧克力58g×10盒,1000+条评价,https://mall.jd.com/index-31616.html?from=pc,明治旗舰店,"
						",https://cart.jd.com/gate.action?pid=66497270111&pcount=1&ptype=1,加入购物车
https://img11.360buyimg.com/n7/jfs/t1/89760/31/32787/109576/63898e61Ec2041c3d/2d6266c822d8239d.jpg,36.80,36.80,https://item.jd.com/100043284191.html,Benns贝纳丝巧克力138g至醇99.9%可可含量黑巧独立单粒分享装 ,巧克力,Benns贝纳丝巧克力138g至醇99.9%可可含量黑巧独立单粒分享装 ,100+条评价,https://mall.jd.com/index-1000449255.html?from=pc,Benns京东自营旗舰店,"
								自营
								2件9折
						",https://cart.jd.com/gate.action?pid=100043284191&pcount=1&ptype=1,加入购物车
https://img12.360buyimg.com/n7/jfs/t1/205407/32/15009/154704/618c8618E02e4d7cb/82f509deae6c6adf.jpg,23.00,23.00,https://item.jd.com/1878482.html,"
明治（Meiji）雪吻巧克力卡布奇诺 71g",巧克力,明治（Meiji）雪吻巧克力卡布奇诺 71g,2万+条评价,https://mall.jd.com/index-1000118190.html?from=pc,明治京东自营旗舰店,"
								自营
								3件8折
						",https://cart.jd.com/gate.action?pid=1878482&pcount=1&ptype=1,3件起售
https://img13.360buyimg.com/n7/jfs/t1/42110/12/20157/195791/6364d47cE948e43d9/10abe3a6ac751241.jpg,39.90,39.90,https://item.jd.com/10056661366288.html,普莱赞 兴科生巧克力120g牛奶巧克力礼盒可可脂热农科院甜品零食 经典原味生巧,巧克力,普莱赞 兴科生巧克力120g牛奶巧克力礼盒可可脂热农科院甜品零食 经典原味生巧,1000+条评价,https://mall.jd.com/index-11921145.html?from=pc,普莱赞旗舰店,"
								满75-5
						",https://cart.jd.com/gate.action?pid=10056661366288&pcount=1&ptype=1,加入购物车
https://img11.360buyimg.com/n7/jfs/t1/146070/38/31922/81975/637b6760E1f423308/6491ea43572ef817.jpg,16.50,16.50,https://item.jd.com/27392239156.html,瑞特滋（RITTER SPORT）德国进口果仁巧克力 原瑞特斯波德  榛子夹心巧克力排块 年货零食 可可威化饼干夹心牛奶巧克力100g,巧克力,"目前有多种类型包装，随机发！注意！请知晓！瑞特斯波德=瑞特滋=RitterSport夏天可能会化,介意慎拍,化了不退不换不赔偿。",1万+条评价,https://mall.jd.com/index-182873.html?from=pc,智勇食品专营店,"
								满49-9
						",https://cart.jd.com/gate.action?pid=27392239156&pcount=1&ptype=1,加入购物车
https://img10.360buyimg.com/n7/jfs/t1/139660/36/24184/197611/61a08a6dEe8b1fb42/fb1d6bb644c1f895.jpg,115.00,115.00,https://item.jd.com/67039885120.html,健达（Kinder）缤纷乐牛奶巧克力100g*10盒装建达夹心巧克力休闲零食喜糖果年货节儿童生日礼物 健达巧克力100g*10盒,巧克力,零食嗨吃购不停~部分商品满199元-100元,5000+条评价,https://mall.jd.com/index-57865.html?from=pc,牧丰物语旗舰店,"
								京东物流
								满119-10
						",https://cart.jd.com/gate.action?pid=67039885120&pcount=1&ptype=1,加入购物车
https://img10.360buyimg.com/n7/jfs/t1/210700/29/26500/121614/632aaedcEe1d05777/bd40247ccdfec759.jpg,89.90,89.90,https://item.jd.com/10061118455450.html,德芙（Dove） 巧克力年货礼盒装生日礼物圣诞节送女友礼物新春送礼零食大礼包 德芙糖巧零食大礼包,巧克力,德芙（Dove） 巧克力年货礼盒装生日礼物圣诞节送女友礼物新春送礼零食大礼包 德芙糖巧零食大礼包,53条评价,https://mall.jd.com/index-11623884.html?from=pc,德芙巧克力旗舰店,"
						",https://cart.jd.com/gate.action?pid=10061118455450&pcount=1&ptype=1,加入购物车
,109.90,109.90,https://item.jd.com/10023377363367.html,瑞士莲（lindt） Lindt进口瑞士莲黑巧克力可可软心巧克力球lindor巧克力夹心牛奶巧克力 瑞士莲经典600g新货,巧克力,官方授权，瑞士莲软心巧克力；正品保证，多口味可选,1万+条评价,https://mall.jd.com/index-875472.html?from=pc,狄妮莎官方旗舰店,"
								满99-10
						",https://cart.jd.com/gate.action?pid=10023377363367&pcount=1&ptype=1,加入购物车
,169.00,169.00,https://item.jd.com/30305172802.html,德芙（Dove） 巧克力礼盒装情人节万圣节礼物圣诞节礼物平安夜礼物送女朋友闺蜜创意送女友老婆生日礼物 双层爱心口红925银项链款,巧克力,德芙（Dove） 巧克力礼盒装情人节万圣节礼物圣诞节礼物平安夜礼物送女朋友闺蜜创意送女友老婆生日礼物 双层爱心口红925银项链款,1万+条评价,https://mall.jd.com/index-805041.html?from=pc,莲雅食品专营店,"
								京东物流
						",https://cart.jd.com/gate.action?pid=30305172802&pcount=1&ptype=1,加入购物车
,88.00,88.00,https://item.jd.com/10064857054386.html,榴芒一刻 小王子主题巧克力礼盒圣诞礼物生日伴手礼创意零食送儿童送女友 小王子礼盒6枚装【绿版】,巧克力,榴芒一刻 小王子主题巧克力礼盒圣诞礼物生日伴手礼创意零食送儿童送女友 小王子礼盒6枚装【绿版】,500+条评价,https://mall.jd.com/index-649678.html?from=pc,榴芒一刻旗舰店,"
								新品
								满79-10
						",https://cart.jd.com/gate.action?pid=10064857054386&pcount=1&ptype=1,加入购物车
,19.90,19.90,https://item.jd.com/100028998055.html,歌斐颂黑巧克力100%纯可可脂零添加蔗糖90g,巧克力,歌斐颂黑巧克力100%纯可可脂零添加蔗糖90g,500+条评价,https://mall.jd.com/index-1000094961.html?from=pc,歌斐颂京东自营旗舰店,"
								自营
						",https://cart.jd.com/gate.action?pid=100028998055&pcount=1&ptype=1,加入购物车
,25.90,25.90,https://item.jd.com/100007013420.html,"
趣多多 香脆曲奇饼干 经典巧克力原味含24包独立装共510g（包装随机发）",巧克力,"玩在一起奥利奥，美味零食狂欢购,爆款低至8折起，叠券更优惠哦~轻戳",100万+条评价,https://mall.jd.com/index-1000100813.html?from=pc,亿滋京东自营官方旗舰店,"
								自营
								2件9折
						",https://cart.jd.com/gate.action?pid=100007013420&pcount=1&ptype=1,加入购物车
,29.90,29.90,https://item.jd.com/10064748635340.html,思意达（siyida）格力奇巧克力夹心糖果办公休闲零食年货圣诞节礼物送女友 450g分享礼盒装,巧克力,思意达（siyida）格力奇巧克力夹心糖果办公休闲零食年货圣诞节礼物送女友 450g分享礼盒装,1000+条评价,https://mall.jd.com/index-926608.html?from=pc,思意达官方旗舰店,"
								2件9折
						",https://cart.jd.com/gate.action?pid=10064748635340&pcount=1&ptype=1,加入购物车
,115.00,115.00,https://item.jd.com/10043568818029.html,歌帝梵（Godiva） 美国进口比利时产GODIVA歌帝梵夹心黑混合巧克力送女友圣诞情人节礼物伴手礼 袋装420克保质期至2023-5月,巧克力,因夏天到来巧克力易化，目前巧克力已冷链发货，偏远地区以及三日内无法到达的地区无法发货，派送时请及时签收因个人签收时间原因导致巧克力融化的不支持退换货，谨慎下单。,1000+条评价,https://mall.jd.com/index-970823.html?from=pc,熠暖食品专营店,"
						",https://cart.jd.com/gate.action?pid=10043568818029&pcount=1&ptype=1,加入购物车
,65.00,65.00,https://item.jd.com/39992808583.html,松尾（tyoro）【日本原装进口】松尾多彩什锦巧克力163g*2情人节礼物结婚2盒,巧克力,原装正品，手续齐全。彩色独立小包装，造型精致可爱，一块入口丝滑软糯，齿尖便充满可可香味~！,1000+条评价,https://mall.jd.com/index-140747.html?from=pc,智恒达商食品专营店,"
								京东物流
						",https://cart.jd.com/gate.action?pid=39992808583&pcount=1&ptype=1,加入购物车
,108.00,108.00,https://item.jd.com/100028998037.html,歌斐颂黑巧克力100%纯可可脂超苦糖果零食无添加蔗糖休闲运动健身食品272g,巧克力,歌斐颂黑巧克力100%纯可可脂超苦糖果零食无添加蔗糖休闲运动健身食品272g,2000+条评价,https://mall.jd.com/index-1000094961.html?from=pc,歌斐颂京东自营旗舰店,"
								自营
						",https://cart.jd.com/gate.action?pid=100028998037&pcount=1&ptype=1,加入购物车
,76.00,76.00,https://item.jd.com/100019172909.html,"
百乐嘉利宝嘉利宝 白巧克力粒 32% 500G/包 烘焙原料 蛋糕饼干 生巧Diy材料",巧克力,【双十一开抢】吃出甜蜜生活，糖巧零食限量抢购猛戳链接查看(此商品不参加上述活动),2000+条评价,https://mall.jd.com/index-1000416182.html?from=pc,百乐嘉利宝京东自营旗舰店,"
								自营
						",https://cart.jd.com/gate.action?pid=100019172909&pcount=1&ptype=1,加入购物车
,19.90,19.90,https://item.jd.com/100043474181.html,丝格德 Schogetten 德国进口 榛子牛奶小方块巧克力100g,巧克力,丝格德 Schogetten 德国进口 榛子牛奶小方块巧克力100g,2000+条评价,https://mall.jd.com/index-1000428022.html?from=pc,丝格德（Schogetten）京东自营旗舰店,"
								自营
								2件9折
						",https://cart.jd.com/gate.action?pid=100043474181&pcount=1&ptype=1,加入购物车
,19.90,19.90,https://item.jd.com/66214191564.html,【满4件立减2件价格】诺梵纯黑可可脂巧克力55%-100%可可休闲零食年货婚庆伴手礼 72% 巧克力,巧克力,诺梵纯黑可可巧克力休闲零食年货婚庆伴手礼,5万+条评价,https://mall.jd.com/index-22435.html?from=pc,诺梵官方旗舰店,"
								4件5折
						",https://cart.jd.com/gate.action?pid=66214191564&pcount=1&ptype=1,加入购物车
,216.00,216.00,https://item.jd.com/10023819816087.html,ROYCE 日本北海道生巧克力七夕情人节送男女朋友老婆生日礼物圣诞礼盒 【推荐套餐】原味+抹盒,巧克力,生巧克力礼盒，可送礼，可代写贺卡；推荐：玛氏巧克力,1万+条评价,https://mall.jd.com/index-807823.html?from=pc,洛永星官方旗舰店,"
								券3-1
								满19-5
						",https://cart.jd.com/gate.action?pid=10023819816087&pcount=1&ptype=1,加入购物车
,13.50,13.50,https://item.jd.com/100043284197.html,古缇思可可脂白巧克力币烘焙原料手工蛋糕装饰批发100g,巧克力,古缇思可可脂白巧克力币烘焙原料手工蛋糕装饰批发100g,5000+条评价,https://mall.jd.com/index-1000356291.html?from=pc,古缇思京东自营旗舰店,"
								自营
								2件9折
						",https://cart.jd.com/gate.action?pid=100043284197&pcount=1&ptype=1,加入购物车
,15.80,15.80,https://item.jd.com/1487171959.html,"
费列罗（Ferrero Rocher）巧克力礼盒装6粒75g圣诞节糖果生日礼物婚庆喜糖伴手礼年会",巧克力,京仓七大仓直发，商务活动、节日礼品、婚礼回礼均可用，可加钱配手提袋，在另一链接拍...拍含手提袋链接由此进~~~,2万+条评价,https://mall.jd.com/index-71090.html?from=pc,雅玫食品专营店,"
								京东物流
						",https://cart.jd.com/gate.action?pid=1487171959&pcount=1&ptype=1,加入购物车
,59.80,59.80,https://item.jd.com/10020626632552.html,德芙（Dove） 新货巧克力礼盒装碗装喜糖伴手礼【新老包装随机发】圣诞节糖果零食礼盒装 【2碗】丝滑牛奶+榛仁葡萄干,巧克力,日期新鲜，香醇可口,2万+条评价,https://mall.jd.com/index-24923.html?from=pc,喜年华食品旗舰店,"
						",https://cart.jd.com/gate.action?pid=10020626632552&pcount=1&ptype=1,加入购物车
,5.00,5.00,https://item.jd.com/4188888.html,Orion 好丽友 休闲零食饼干 巧克力味 蘑古力曲奇44.8g/盒（新老包装随机发货）,巧克力,Orion 好丽友 休闲零食饼干 巧克力味 蘑古力曲奇44.8g/盒（新老包装随机发货）,20万+条评价,https://mall.jd.com/index-1000007923.html?from=pc,好丽友京东自营旗舰店,"
								自营
								2件9折
						",https://cart.jd.com/gate.action?pid=4188888&pcount=1&ptype=1,加入购物车
,99.00,99.00,https://item.jd.com/10025332728275.html,瑞士莲Lindt软心精选巧克力球分享装 规格可选 软心球喜糖年货送礼 瑞士莲软心黑巧克力600g*1袋,巧克力,瑞士莲Lindt软心精选巧克力球分享装 规格可选 软心球喜糖年货送礼 瑞士莲软心黑巧克力600g*1袋,500+条评价,https://mall.jd.com/index-763546.html?from=pc,研盛物语旗舰店,"
						",https://cart.jd.com/gate.action?pid=10025332728275&pcount=1&ptype=1,加入购物车
,36.90,36.90,https://item.jd.com/5284727.html,"
吉利莲 比利时进口排块72%黑巧克力100g4片装 零食圣诞生日礼物",巧克力,"【比利时进口】坚持选用优质西非可可果为原料，包装全新升级，独立包装，方便携带，随时分享美味，留住幸福，客服热线：15980593503,更多猛戳~",2万+条评价,https://mall.jd.com/index-1000372082.html?from=pc,吉利莲官方京东自营旗舰店,"
								自营
								2件9折
						",https://cart.jd.com/gate.action?pid=5284727&pcount=1&ptype=1,加入购物车
,119.00,119.00,https://item.jd.com/10027786550557.html,"
爱普诗74%黑巧克力500g袋装 瑞士进口糖果黑巧克力量贩装 圣诞礼物 年货 74%黑巧克力500g",巧克力,爱普诗74%黑巧克力500g袋装 瑞士进口糖果黑巧克力量贩装 圣诞礼物 年货 74%黑巧克力500g,500+条评价,https://mall.jd.com/index-188437.html?from=pc,爱普诗旗舰店,"
								京东物流
								2件8折
						",https://cart.jd.com/gate.action?pid=10027786550557&pcount=1&ptype=1,加入购物车
,119.00,119.00,https://item.jd.com/10065625732428.html,"
歌帝梵（Godiva） 松露巧克力礼盒装圣诞节糖果平安夜生日礼物女生送女友女朋友零食伴手礼年货大礼包 歌帝梵15颗】精美礼盒",巧克力,【大白兔12宫格】【京东超市放心购】【店铺补贴加购立减】【送女友送孩子】【买贵退差全店保价】【15天无理由退换货】【吉祥红色多味礼盒】点击购买,17条评价,https://mall.jd.com/index-10423859.html?from=pc,晶欧食品专营店,"
								京东物流
								新品
								每满99-30
						",https://cart.jd.com/gate.action?pid=10065625732428&pcount=1&ptype=1,加入购物车
,178.00,178.00,https://item.jd.com/100044334955.html,patchi芭驰 进口 巧克力礼盒（威化牛奶）170g  迪拜 圣诞礼物 生日礼物,巧克力,patchi芭驰 进口 巧克力礼盒（威化牛奶）170g  迪拜 圣诞礼物 生日礼物,2万+条评价,https://mall.jd.com/index-1000333345.html?from=pc,patchi京东自营旗舰店,"
								自营
						",https://cart.jd.com/gate.action?pid=100044334955&pcount=1&ptype=1,加入购物车
,98.00,98.00,https://item.jd.com/100033892978.html,嘉利宝红宝石系列巧克力粒500G/包,巧克力,【双十一开抢】吃出甜蜜生活，糖巧零食限量抢购猛戳链接查看(此商品不参加上述活动),2000+条评价,https://mall.jd.com/index-1000416182.html?from=pc,百乐嘉利宝京东自营旗舰店,"
								自营
						",https://cart.jd.com/gate.action?pid=100033892978&pcount=1&ptype=1,加入购物车
,14.20,14.20,https://item.jd.com/100037022991.html,"
汀纳 高蛋白黑巧克力 纯可可脂无添加蔗糖节日送礼送女友高纯黑巧 休闲零食礼盒装120g",巧克力,0蔗糖0负担0反式脂肪酸，高纤维高蛋白含量。汀纳黑巧，片片醇香！现在下单优惠多多，速来抢购吧！猛戳,1万+条评价,https://mall.jd.com/index-1000428795.html?from=pc,汀纳京东自营旗舰店,"
								自营
								新品
								2件9折
						",https://cart.jd.com/gate.action?pid=100037022991&pcount=1&ptype=1,加入购物车
,45.00,45.00,https://item.jd.com/10040330533751.html,乔慕（Truffles） 法国进口黑松露形黑巧克力70%纯可可脂礼盒装圣诞节日礼物 70%咸黄油太妃200g,巧克力,提醒：高温地区请及时收货冷藏，降低融化风险建议联系客服补冰袋费用。,5000+条评价,https://mall.jd.com/index-99331.html?from=pc,洋品行食品专营店,"
								1件9.5折
						",https://cart.jd.com/gate.action?pid=10040330533751&pcount=1&ptype=1,加入购物车
,75.00,75.00,https://item.jd.com/100019172907.html,嘉利宝耐烤巧克力滴48%500G/包,巧克力,【双十一开抢】吃出甜蜜生活，糖巧零食限量抢购猛戳链接查看(此商品不参加上述活动),2000+条评价,https://mall.jd.com/index-1000416182.html?from=pc,百乐嘉利宝京东自营旗舰店,"
								自营
						",https://cart.jd.com/gate.action?pid=100019172907&pcount=1&ptype=1,加入购物车
,59.90,59.90,https://item.jd.com/10062419269220.html,诺梵松露巧克力礼盒装多口味休闲圣诞零食抖音爆款HZ 巧克力 升级版低糖圣诞巧克力500g,巧克力,诺梵松露巧克力礼盒装多口味休闲圣诞零食抖音爆款HZ 巧克力 升级版低糖圣诞巧克力500g,5000+条评价,https://mall.jd.com/index-22435.html?from=pc,诺梵官方旗舰店,"
								券39-10
								赠
						",https://cart.jd.com/gate.action?pid=10062419269220&pcount=1&ptype=1,加入购物车
,19.90,19.90,https://item.jd.com/100025055499.html,"
诺梵纯黑可可脂黑巧克力100%特苦无添加蔗糖搞怪圣诞礼物送女友58g",巧克力,诺梵纯黑可可脂黑巧克力100%特苦无添加蔗糖搞怪圣诞礼物送女友58g,2000+条评价,https://mall.jd.com/index-1000082422.html?from=pc,诺梵京东自营旗舰店,"
								自营
								每满16-5
						",https://cart.jd.com/gate.action?pid=100025055499&pcount=1&ptype=1,加入购物车
,58.00,58.00,https://item.jd.com/10028021092796.html,费列罗巧克力礼盒装七夕礼物糖果情人节生日礼物送女友金莎榛果威化教师节喜糖伴手礼零食 18粒金色款,巧克力,费列罗巧克力礼盒装七夕礼物糖果情人节生日礼物送女友金莎榛果威化教师节喜糖伴手礼零食 18粒金色款,1万+条评价,https://mall.jd.com/index-10433643.html?from=pc,时特休闲食品专营店,"
								每满54-10
						",https://cart.jd.com/gate.action?pid=10028021092796&pcount=1&ptype=1,加入购物车
,33.00,33.00,https://item.jd.com/100043758379.html,"京东国际	
费列罗（FERRERO）能多益榛果夹心巧克力食进口食品零食年货圣诞节日礼物132 g",巧克力,费列罗（FERRERO）能多益榛果夹心巧克力食进口食品零食年货圣诞节日礼物132 g,500+条评价,https://mall.jd.com/index-1000407943.html?from=pc,费列罗（FERRERO）海外京东自营旗舰店,"
								自营
								新品
								包税
								2件9折
						",https://cart.jd.com/gate.action?pid=100043758379&pcount=1&ptype=1,加入购物车
,97.87,97.87,https://item.jd.com/100043323333.html,"
雀巢（Nestle）奇欧比巧伯礼桶巧克力桶435g 新年年货送礼大礼包礼罐 生日礼物",巧克力,【双十一开抢】吃出甜蜜生活，糖巧零食限量抢购猛戳链接查看(此商品不参加上述活动),10万+条评价,https://mall.jd.com/index-1000089686.html?from=pc,徐福记京东自营旗舰店,"
								自营
								新品
								1件6折
						",https://cart.jd.com/gate.action?pid=100043323333&pcount=1&ptype=1,加入购物车
,53.30,53.30,https://item.jd.com/10032414571946.html,好时巧克力散装500g kisses之吻生日礼物婚庆喜糖果零食批发 (原装)曲奇奶香白巧口味袋装500G-清新蓝 好时kisses,巧克力,见证幸福甜蜜！,1万+条评价,https://mall.jd.com/index-145729.html?from=pc,宗正食品专营店,"
								秒杀
						",https://cart.jd.com/gate.action?pid=10032414571946&pcount=1&ptype=1,加入购物车
,76.00,76.00,https://item.jd.com/100017688605.html,"
歌帝梵GODIVA黑巧克力排块90%黑巧苦大板片纯可可脂烘焙高档零食90g",巧克力,歌帝梵GODIVA黑巧克力排块90%黑巧苦大板片纯可可脂烘焙高档零食90g,1000+条评价,https://mall.jd.com/index-1000369729.html?from=pc,歌帝梵（GODIVA）巧克力京东自营专区,"
								自营
								秒杀
								券5-2
								2件9折
						",https://cart.jd.com/gate.action?pid=100017688605&pcount=1&ptype=1,加入购物车
,79.00,79.00,https://item.jd.com/10044475511113.html,费列罗 巧克力30粒48粒96粒礼盒装新年元旦七夕情人节礼物儿童休闲零食 费列罗30粒金色礼盒（含礼袋）,巧克力,正品费列罗巧克力花束礼盒装玫瑰花浪漫创意表白生日礼物送女朋友,5000+条评价,https://mall.jd.com/index-11623735.html?from=pc,钻峰进口食品专营店,"
						",https://cart.jd.com/gate.action?pid=10044475511113&pcount=1&ptype=1,加入购物车
,16.50,16.50,https://item.jd.com/1752878674.html,瑞特滋 原瑞特斯波徳 德国进口全榛子牛奶巧克力黑巧100g排块送女友零食 全榛子牛奶巧克力,巧克力,新老包装随机发货,5万+条评价,https://mall.jd.com/index-17556.html?from=pc,圣托尼旗舰店,"
								券110-5
						",https://cart.jd.com/gate.action?pid=1752878674&pcount=1&ptype=1,加入购物车
