date,ibm,sp,ko
2011-02-28,0.003272,0.031957,0.017025
2011-03-31,0.007351,-0.001047,0.045213
2011-04-29,0.046054,0.028495,0.016883
2011-05-31,-0.005276,-0.013501,-0.009635
2011-06-30,0.015509,-0.018258,0.014219
2011-07-29,0.060041,-0.021474,0.0107
2011-08-31,-0.050536,-0.056791,0.035877
2011-09-30,0.017218,-0.071762,-0.034351
2011-10-31,0.055813,0.107723,0.011249
2011-11-30,0.022315,-0.005059,-0.009075
2011-12-30,-0.021915,0.008533,0.040756
